uq_ortho_gene_id	tax_id	prot_seq_id	uniprot_id	ensemble_gene_name	ncbi_gid	description
9796_0:004248	9796_0	CTCFL			100055665	transcriptional repressor CTCFL isoform X1
9796_0:004249	9796_0	BPIFB6	F7CB24		100068780	BPI fold containing family B member 6
9796_0:00424a	9796_0	LOC106782446			106782446	guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas-like
9796_0:00424b	9796_0	NCOA5			100056647	nuclear receptor coactivator 5 isoform X1
9796_0:00424c	9796_0	COL9A3			100058660	collagen alpha-3(IX) chain
9796_0:00424d	9796_0	PCNA	F6R950		100052065	Proliferating cell nuclear antigen
9796_0:00424e	9796_0	DYNLRB1			100069352	dynein light chain roadblock-type 1 isoform X1
9796_0:00424f	9796_0	TMC2			100067097	transmembrane channel-like protein 2
9796_0:004250	9796_0	LOC100068982			100068982	BPI fold-containing family A member 1-like
9796_0:004251	9796_0	SCAND1			100055060	SCAN domain-containing protein 1
9796_0:004252	9796_0	CABLES2			100058145	LOW QUALITY PROTEIN: CDK5 and ABL1 enzyme substrate 2
9796_0:004253	9796_0	SNAI1	F6Z6C0		100071451	Snail family transcriptional repressor 1
9796_0:004254	9796_0	ROMO1	F6RF42		100069618	Reactive oxygen species modulator 1
9796_0:004255	9796_0	LOC102149575			102149575	LOW QUALITY PROTEIN: BPI fold-containing family A member 3-like
9796_0:004256	9796_0	FKBP1A			100629541	peptidyl-prolyl cis-trans isomerase FKBP1A isoform X2
9796_0:004257	9796_0	MYBL2			100070694	myb-related protein B
9796_0:004258	9796_0	ZNF831			100050831	zinc finger protein 831 isoform X1
9796_0:004259	9796_0	RBBP9	F6U6W8		100050518	RB binding protein 9, serine hydrolase
9796_0:00425a	9796_0	LOC100056167			100056167	serine/threonine-protein phosphatase 4 regulatory subunit 1 isoform X1
9796_0:00425b	9796_0	SLC4A11			100066656	sodium bicarbonate transporter-like protein 11 isoform X1
9796_0:00425c	9796_0	SIRPB2			100146829	signal-regulatory protein beta-2 isoform X1
9796_0:00425d	9796_0	STK35			102150301	serine/threonine-protein kinase 35
9796_0:00425e	9796_0	SEC23B	F6Q638		100050440	Protein transport protein SEC23
9796_0:00425f	9796_0	GCNT7	F7DVB7		100146488	Glucosaminyl (N-acetyl) transferase family member 7
9796_0:004260	9796_0	SLC17A9			100058964	solute carrier family 17 member 9 isoform X1
9796_0:004261	9796_0	DBNDD2			106780836	dysbindin domain-containing protein 2
9796_0:004262	9796_0	ASXL1			100053850	putative Polycomb group protein ASXL1 isoform X4
9796_0:004263	9796_0	BPI			100070091	bactericidal permeability-increasing protein isoform X1
9796_0:004264	9796_0	TMEM230	F6PLK7		100052127	Transmembrane protein 230
9796_0:004265	9796_0	OSER1	F7AA86		100070723	Oxidative stress responsive serine rich 1
9796_0:004266	9796_0	ARHGAP40			100070248	rho GTPase-activating protein 40
9796_0:004267	9796_0	VSTM2L			100069991	V-set and transmembrane domain-containing protein 2-like protein
9796_0:004268	9796_0	LOC100060806			100060806	biogenesis of lysosome-related organelles complex 1 subunit 6
9796_0:004269	9796_0	RTF2	F6R4D7		100054795	Replication termination factor 2
9796_0:00426a	9796_0	LOC100147208			100147208	interferon regulatory factor 4 isoform X1
9796_0:00426b	9796_0	LOC111769903			111769903	BPI fold-containing family A member 1-like
9796_0:00426c	9796_0	GID8	F6U320		100051346	GID complex subunit 8 homolog
9796_0:00426d	9796_0	ITPA	F7AJ54		100052544	Inosine triphosphate pyrophosphatase
9796_0:00426e	9796_0	COMMD7			100068709	COMM domain-containing protein 7
9796_0:00426f	9796_0	LOC100067609			100067609	signal-regulatory protein beta-1
9796_0:004270	9796_0	LOC106782421			106782421	BPI fold-containing family B member 1 isoform X1
9796_0:004271	9796_0	MAP1LC3A			100146217	microtubule-associated proteins 1A/1B light chain 3A
9796_0:004272	9796_0	RALGAPB			100070219	ral GTPase-activating protein subunit beta isoform X1
9796_0:004273	9796_0	TCFL5			100058698	LOW QUALITY PROTEIN: transcription factor-like 5 protein
9796_0:004274	9796_0	LIME1			100060846	lck-interacting transmembrane adapter 1 isoform X1
9796_0:004275	9796_0	RNF114			100071447	E3 ubiquitin-protein ligase RNF114 isoform X1
9796_0:004276	9796_0	PTPRT			100070624	receptor-type tyrosine-protein phosphatase T isoform X1
9796_0:004277	9796_0	SPINT4			111769913	kunitz-type protease inhibitor 4
9796_0:004278	9796_0	ACTL10			102148862	actin-like protein 10
9796_0:004279	9796_0	SULF2			100056840	extracellular sulfatase Sulf-2 isoform X1
9796_0:00427a	9796_0	MYLK2			100053698	myosin light chain kinase 2, skeletal/cardiac muscle
9796_0:00427b	9796_0	LOC102147828			102147828	uncharacterized protein LOC102147828 isoform X1
9796_0:00427c	9796_0	LOC100069004			100069004	BPI fold-containing family A member 3 isoform X1
9796_0:00427d	9796_0	LOC111769926			111769926	uncharacterized protein LOC111769926
9796_0:00427e	9796_0	HCK			100068557	tyrosine-protein kinase HCK
9796_0:00427f	9796_0	ACTR5			100070271	actin-related protein 5
9796_0:004280	9796_0	SPINT3			102149447	kunitz-type protease inhibitor 3
9796_0:004281	9796_0	CENPB			100146426	major centromere autoantigen B
9796_0:004282	9796_0	THBD			100146206	thrombomodulin
9796_0:004283	9796_0	LOC111769983			111769983	BPI fold-containing family A member 2-like
9796_0:004284	9796_0	ZSWIM1	F6UYD5		100071109	Zinc finger SWIM-type containing 1
9796_0:004285	9796_0	CDK5RAP1			100054149	CDK5 regulatory subunit-associated protein 1 isoform X1
9796_0:004286	9796_0	PCED1A			100066943	PC-esterase domain-containing protein 1A
9796_0:004287	9796_0	LOC106782425			106782425	somatomedin-B and thrombospondin type-1 domain-containing protein-like isoform X1
9796_0:004288	9796_0	ZBP1			100055754	Z-DNA-binding protein 1 isoform X1
9796_0:004289	9796_0	WISP2	F7C1T2		100070779	WNT1 inducible signaling pathway protein 2
9796_0:00428a	9796_0	DUSP15			100146918	dual specificity protein phosphatase 15 isoform X1
9796_0:00428b	9796_0	TAF4			100057726	LOW QUALITY PROTEIN: transcription initiation factor TFIID subunit 4
9796_0:00428c	9796_0	IDH3B	F7CXT7		100052969	Isocitrate dehydrogenase 
9796_0:00428d	9796_0	LOC106782444			106782444	uncharacterized protein LOC106782444
9796_0:00428e	9796_0	ITCH			100069340	E3 ubiquitin-protein ligase Itchy homolog
9796_0:00428f	9796_0	TRMT6	F6Z527		100051822	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
9796_0:004290	9796_0	LSM14B			100057778	protein LSM14 homolog B isoform X1
9796_0:004291	9796_0	KIAA1755			100070061	uncharacterized protein KIAA1755 homolog isoform X1
9796_0:004292	9796_0	KIF16B			100050906	kinesin-like protein KIF16B isoform X1
9796_0:004293	9796_0	LBP	F7C0D2		100070103	Lipopolysaccharide binding protein
9796_0:004294	9796_0	OPRL1	F7DFS4		100051762	Opioid related nociceptin receptor 1
9796_0:004295	9796_0	ATP5E	F6SMY6		100630568	ATP synthase F1 subunit epsilon
9796_0:004296	9796_0	TSHZ2			100053109	teashirt homolog 2 isoform X1
9796_0:004297	9796_0	AHCY			100069299	adenosylhomocysteinase isoform X1
9796_0:004298	9796_0	COX4I2	F7DTN7		100053548	Cytochrome c oxidase subunit 4I2
9796_0:004299	9796_0	ERGIC3			100054794	endoplasmic reticulum-Golgi intermediate compartment protein 3 isoform X1
9796_0:00429a	9796_0	PET117			102149946	protein PET117 homolog, mitochondrial
9796_0:00429b	9796_0	NKX2-2	F7A4A4		100050029	NK2 homeobox 2
9796_0:00429c	9796_0	CBLN4	F6Y979		100054336	Cerebellin 4 precursor
9796_0:00429d	9796_0	SAMHD1			100069764	deoxynucleoside triphosphate triphosphohydrolase SAMHD1
9796_0:00429e	9796_0	TOX2			100070714	TOX high mobility group box family member 2 isoform X1
9796_0:00429f	9796_0	PTGIS			100071412	LOW QUALITY PROTEIN: prostacyclin synthase
9796_0:0042a0	9796_0	HNF4A	F6SCR7		100056007	Hepatocyte nuclear factor 4 alpha
9796_0:0042a1	9796_0	ASIP	Q95MP2		100054335	Agouti-signaling protein
9796_0:0042a2	9796_0	LOC111769981			111769981	BPI fold-containing family A member 2-like
9796_0:0042a3	9796_0	SAMD10			111770058	sterile alpha motif domain-containing protein 10 isoform X1
9796_0:0042a4	9796_0	SPO11	F6PUB2		100050365	SPO11, initiator of meiotic double stranded breaks
9796_0:0042a5	9796_0	LOC102150519			102150519	microtubule-associated proteins 1A/1B light chain 3 beta 2-like
9796_0:0042a6	9796_0	PDYN	F7C032		100053108	Prodynorphin
9796_0:0042a7	9796_0	LOC111770062			111770062	glycerophosphocholine phosphodiesterase GPCPD1-like
9796_0:0042a8	9796_0	DNTTIP1	F6TIL1		100071090	Deoxynucleotidyltransferase terminal interacting protein 1
9796_0:0042a9	9796_0	ZNF334			106782424	LOW QUALITY PROTEIN: zinc finger protein 334
9796_0:0042aa	9796_0	SLCO4A1			100058405	solute carrier organic anion transporter family member 4A1 isoform X1
9796_0:0042ab	9796_0	CPXM1			100066983	probable carboxypeptidase X1
9796_0:0042ac	9796_0	B4GALT5			100071419	beta-1,4-galactosyltransferase 5
9796_0:0042ad	9796_0	REM1	F6WP22		100053451	GTP-binding protein
9796_0:0042ae	9796_0	VPS16	F6ZWT5		100052817	VPS16, CORVET/HOPS core subunit
9796_0:0042af	9796_0	APCDD1L			100056293	protein APCDD1-like
9796_0:0042b0	9796_0	DLGAP4			100055151	disks large-associated protein 4 isoform X4
9796_0:0042b1	9796_0	CBFA2T2			100069109	protein CBFA2T2 isoform X1
9796_0:0042b2	9796_0	NFATC2			100052657	nuclear factor of activated T-cells, cytoplasmic 2 isoform X1
9796_0:0042b3	9796_0	CHRNA4			100146784	neuronal acetylcholine receptor subunit alpha-4
9796_0:0042b4	9796_0	PAX1			100060258	paired box protein Pax-1
9796_0:0042b5	9796_0	RPRD1B	F6SLS3		100055539	Regulation of nuclear pre-mRNA domain containing 1B
9796_0:0042b6	9796_0	DEFB129	F6ZHP3		100068135	Defensin beta 129
9796_0:0042b7	9796_0	MKKS	F7DYZ0		100064409	McKusick-Kaufman syndrome
9796_0:0042b8	9796_0	PIGT			100056166	GPI transamidase component PIG-T
9796_0:0042b9	9796_0	NELFCD			100056555	negative elongation factor C/D isoform X1
9796_0:0042ba	9796_0	TLDC2			100069754	TLD domain-containing protein 2 isoform X1
9796_0:0042bb	9796_0	LOC111770065			111770065	uncharacterized protein LOC111770065
9796_0:0042bc	9796_0	SNPH	F6UMW0		100067697	Syntaphilin
9796_0:0042bd	9796_0	CNBD2	F6U9Q8		100069662	Cyclic nucleotide binding domain containing 2
9796_0:0042be	9796_0	DEFB121			102148386	beta-defensin 121
9796_0:0042bf	9796_0	HRH3			100058016	histamine H3 receptor
9796_0:0042c0	9796_0	TRPC4AP			100069434	short transient receptor potential channel 4-associated protein isoform X1
9796_0:0042c1	9796_0	PRPF6			100061164	pre-mRNA-processing factor 6 isoform X1
9796_0:0042c2	9796_0	LOC100630144			100630144	eppin
9796_0:0042c3	9796_0	GMEB2	F6UI67		100060635	Glucocorticoid modulatory element binding protein 2
9796_0:0042c4	9796_0	LAMA5			100058057	laminin subunit alpha-5
9796_0:0042c5	9796_0	ANGPT4			100067818	angiopoietin-4 isoform X1
9796_0:0042c6	9796_0	SNTA1			100069074	alpha-1-syntrophin
9796_0:0042c7	9796_0	NTSR1	F7BSR0		100051274	Neurotensin receptor 1
9796_0:0042c8	9796_0	ZCCHC3			100068090	zinc finger CCHC domain-containing protein 3
9796_0:0042c9	9796_0	BPIFB4			100068814	BPI fold-containing family B member 4
9796_0:0042ca	9796_0	DEFB128			106782419	beta-defensin 128
9796_0:0042cb	9796_0	CRNKL1			100050228	crooked neck-like protein 1
9796_0:0042cc	9796_0	PSMF1			100053261	proteasome inhibitor PI31 subunit isoform X1
9796_0:0042cd	9796_0	SEL1L2			100063135	protein sel-1 homolog 2 isoform X1
9796_0:0042ce	9796_0	SYS1	F6U493		100070943	Protein SYS1 homolog
9796_0:0042cf	9796_0	LOC106782414			106782414	basic salivary proline-rich protein 1-like
9796_0:0042d0	9796_0	PANK2			100066127	LOW QUALITY PROTEIN: pantothenate kinase 2, mitochondrial
9796_0:0042d1	9796_0	LOC111767490			111767490	eukaryotic translation initiation factor 2 subunit 2 isoform X1
9796_0:0042d2	9796_0	MRPS26	F6UZJ4		100052759	Mitochondrial ribosomal protein S26
9796_0:0042d3	9796_0	MATN4			100070904	LOW QUALITY PROTEIN: matrilin-4
9796_0:0042d4	9796_0	FOXA2			100147413	hepatocyte nuclear factor 3-beta isoform X1
9796_0:0042d5	9796_0	PLCB4			100051485	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 isoform X1
9796_0:0042d6	9796_0	MC3R			100054477	melanocortin receptor 3
9796_0:0042d7	9796_0	NAPB			100059045	beta-soluble NSF attachment protein isoform X1
9796_0:0042d8	9796_0	CASS4			100054698	cas scaffolding protein family member 4 isoform X1
9796_0:0042d9	9796_0	JPH2			106782408	LOW QUALITY PROTEIN: junctophilin-2
9796_0:0042da	9796_0	ID1			100068419	DNA-binding protein inhibitor ID-1
9796_0:0042db	9796_0	YWHAB			100056084	14-3-3 protein beta/alpha
9796_0:0042dc	9796_0	ADRA1D			100066003	alpha-1D adrenergic receptor
9796_0:0042dd	9796_0	ZNF217			100053262	zinc finger protein 217
9796_0:0042de	9796_0	JAG1			100064289	protein jagged-1 isoform X1
9796_0:0042df	9796_0	C22H20orf141			100052920	uncharacterized protein C20orf141 homolog isoform X1
9796_0:0042e0	9796_0	KCNB1			100057009	potassium voltage-gated channel subfamily B member 1
9796_0:0042e1	9796_0	WFDC2	F6QP34		100056252	WAP four-disulfide core domain 2
9796_0:0042e2	9796_0	BMP2			100051701	bone morphogenetic protein 2 isoform X1
9796_0:0042e3	9796_0	RAD21L1			100146626	double-strand-break repair protein rad21-like protein 1 isoform X1
9796_0:0042e4	9796_0	C22H20orf27	F6Q0K8		100052483	Chromosome 20 open reading frame 27
9796_0:0042e5	9796_0	PXMP4	F6SA40		100054196	Peroxisomal membrane protein 4
9796_0:0042e6	9796_0	OXT			111767489	oxytocin-neurophysin 1
9796_0:0042e7	9796_0	DEFB124			111769975	beta-defensin 124
9796_0:0042e8	9796_0	MMP24			100069462	matrix metalloproteinase-24
9796_0:0042e9	9796_0	GGT7	F6TAT5		100054524	Gamma-glutamyltransferase 7
9796_0:0042ea	9796_0	NDUFAF5			100063169	arginine-hydroxylase NDUFAF5, mitochondrial isoform X1
9796_0:0042eb	9796_0	SSTR4			100049965	LOW QUALITY PROTEIN: somatostatin receptor type 4
9796_0:0042ec	9796_0	PKIG	F7CQ12		100070766	cAMP-dependent protein kinase inhibitor
9796_0:0042ed	9796_0	DEFB119	F6T6L6		100630303	DEFB119
9796_0:0042ee	9796_0	LAMP5			100064867	lysosome-associated membrane glycoprotein 5 isoform X1
9796_0:0042ef	9796_0	ZNF341			100069211	zinc finger protein 341 isoform X1
9796_0:0042f0	9796_0	LOC100630793			100630793	60S ribosomal protein L30
9796_0:0042f1	9796_0	RGS19	F7E0S8		100051702	Regulator of G protein signaling 19
9796_0:0042f2	9796_0	CTSZ			100056600	cathepsin Z
9796_0:0042f3	9796_0	NCOA6			100054476	nuclear receptor coactivator 6 isoform X1
9796_0:0042f4	9796_0	LOC111769950			111769950	small integral membrane protein 26-like
9796_0:0042f5	9796_0	ZFP64			100052970	zinc finger protein 64 isoform X1
9796_0:0042f6	9796_0	TBC1D20			102151098	TBC1 domain family member 20
9796_0:0042f7	9796_0	RIPOR3			100049830	RIPOR family member 3 isoform X1
9796_0:0042f8	9796_0	NANP			100057290	N-acylneuraminate-9-phosphatase
9796_0:0042f9	9796_0	RNF24	F6PKV1		100629353	Ring finger protein 24
9796_0:0042fa	9796_0	BPIFB2	F6UW76		100068763	BPI fold containing family B member 2
9796_0:0042fb	9796_0	ATP9A			100052707	probable phospholipid-transporting ATPase IIA isoform X1
9796_0:0042fc	9796_0	SNAP25	F6VJI9		100051273	Synaptosomal-associated protein
9796_0:0042fd	9796_0	C22H20orf96			100068113	uncharacterized protein C20orf96 homolog isoform X1
9796_0:0042fe	9796_0	SS18L1			100057871	calcium-responsive transactivator isoform X1
9796_0:0042ff	9796_0	ADA			100070773	adenosine deaminase isoform X1
9796_0:004300	9796_0	ADIG	F7DXL3		100630181	Adipogenin
9796_0:004301	9796_0	FAM110A	F6PRZ6		100053310	Family with sequence similarity 110 member A
9796_0:004302	9796_0	TGM2			100070046	protein-glutamine gamma-glutamyltransferase 2
9796_0:004303	9796_0	BLCAP	F6X0M7		100055373	Bladder cancer associated protein
9796_0:004304	9796_0	SNRPB2	F7AAY0		100050830	Small nuclear ribonucleoprotein polypeptide B2
9796_0:004305	9796_0	SPTLC3			100051200	serine palmitoyltransferase 3 isoform X1
9796_0:004306	9796_0	PRELID3B			100056734	PRELI domain containing protein 3B isoform X1
9796_0:004307	9796_0	ELMO2			100056774	engulfment and cell motility protein 2 isoform X1
9796_0:004308	9796_0	SS18L1			100057871	calcium-responsive transactivator isoform X2
9796_0:004309	9796_0	DNMT3B			100053900	DNA (cytosine-5)-methyltransferase 3B isoform X1
9796_0:00430a	9796_0	UCKL1			100146261	uridine-cytidine kinase-like 1 isoform X1
9796_0:00430b	9796_0	NOP56			100067054	nucleolar protein 56 isoform X1
9796_0:00430c	9796_0	LOC111770061			111770061	visual system homeobox 1-like
9796_0:00430d	9796_0	ARFGAP1			111770054	ADP-ribosylation factor GTPase-activating protein 1 isoform X1
9796_0:00430e	9796_0	CDH4			100057648	cadherin-4
9796_0:00430f	9796_0	LRRN4			100065513	leucine-rich repeat neuronal protein 4
9796_0:004310	9796_0	PTPRA			100066880	receptor-type tyrosine-protein phosphatase alpha isoform X2
9796_0:004311	9796_0	SIRPA			100067339	tyrosine-protein phosphatase non-receptor type substrate 1 isoform X1
9796_0:004312	9796_0	LOC111769970			111769970	signal-regulatory protein beta-1-like isoform X2
9796_0:004313	9796_0	CCM2L			100147204	cerebral cavernous malformations 2 protein-like isoform X1
9796_0:004314	9796_0	ESF1	F7BSR6		100063203	ESF1 nucleolar pre-rRNA processing protein homolog
9796_0:004315	9796_0	LOC100058659	F7ALJ4		100058659	Cystatin
9796_0:004316	9796_0	ENTPD6			100057043	ectonucleoside triphosphate diphosphohydrolase 6 isoform X3
9796_0:004317	9796_0	TTLL9			100068497	probable tubulin polyglutamylase TTLL9 isoform X1
9796_0:004318	9796_0	PMEPA1			100055800	protein TMEPAI isoform X1
9796_0:004319	9796_0	UQCC1	F6ZX10		100069487	Ubiquinol-cytochrome c reductase comple chaperone CBP3-like protein-like protein
9796_0:00431a	9796_0	CFAP61			100050160	cilia- and flagella-associated protein 61 isoform X1
9796_0:00431b	9796_0	DOK5	F6UFR0		100050095	Docking protein 5
9796_0:00431c	9796_0	SYNDIG1			100049829	synapse differentiation-inducing gene protein 1 isoform X1
9796_0:00431d	9796_0	OSBPL2			100051127	proteasomal ubiquitin receptor ADRM1 isoform X1
9796_0:00431e	9796_0	LPIN3			100055753	phosphatidate phosphatase LPIN3 isoform X1
9796_0:00431f	9796_0	DLGAP4	F6ZXF6		100055151	DLG associated protein 4
9796_0:004320	9796_0	SNX5			100062401	sorting nexin-5
9796_0:004321	9796_0	GATA5			100058278	transcription factor GATA-5
9796_0:004322	9796_0	OVOL2			100062361	transcription factor Ovo-like 2 isoform X1
9796_0:004323	9796_0	NINL			100057245	ninein-like protein isoform X1
9796_0:004324	9796_0	LOC100054838	F6TI23		100054838	LOC100054838
9796_0:004325	9796_0	ACSS1	F6YZ17		100057725	Acetyl-coenzyme A synthetase
9796_0:004326	9796_0	PPDPF			100630715	pancreatic progenitor cell differentiation and proliferation factor
9796_0:004327	9796_0	NCOA3			100071296	nuclear receptor coactivator 3 isoform X1
9796_0:004328	9796_0	SERINC3			100070746	serine incorporator 3
9796_0:004329	9796_0	BIRC7			100147373	baculoviral IAP repeat-containing protein 7
9796_0:00432a	9796_0	LOC111769994			111769994	RNA-binding protein Raly isoform X1
9796_0:00432b	9796_0	TGM6			100067214	protein-glutamine gamma-glutamyltransferase 6
9796_0:00432c	9796_0	RALGAPA2			100060964	ral GTPase-activating protein subunit alpha-2 isoform X1
9796_0:00432d	9796_0	CHGB			100051883	secretogranin-1 isoform X1
9796_0:00432e	9796_0	SLC9A8			100071424	sodium/hydrogen exchanger 8 isoform X1
9796_0:00432f	9796_0	TPX2			100053648	targeting protein for Xklp2 isoform X1
9796_0:004330	9796_0	ANKRD60			100147467	ankyrin repeat domain-containing protein 60
9796_0:004331	9796_0	A8HDR2_HORSE	A8HDR2		100056599	MMP9
9796_0:004332	9796_0	TOMM34			100070847	mitochondrial import receptor subunit TOM34
9796_0:004333	9796_0	SLC35C2	F6Q4V0		100056733	Solute carrier family 35 member C2
9796_0:004334	9796_0	E2F1			100069192	transcription factor E2F1
9796_0:004335	9796_0	SDC4			100070934	syndecan-4
9796_0:004336	9796_0	PROKR2	F6Q7D1		100052008	Prokineticin receptor 2
9796_0:004337	9796_0	C22H20orf85	F7B8E0		100050519	Chromosome 20 open reading frame 85
9796_0:004338	9796_0	RSPO4			100067769	R-spondin-4
9796_0:004339	9796_0	EMILIN3			100070579	EMILIN-3 isoform X1
9796_0:00433a	9796_0	WFDC5			100070884	WAP four-disulfide core domain protein 5
9796_0:00433b	9796_0	HELZ2			100060598	helicase with zinc finger domain 2 isoform X1
9796_0:00433c	9796_0	PPP1R16B			100055621	protein phosphatase 1 regulatory inhibitor subunit 16B isoform X1
9796_0:00433d	9796_0	EIF6	K9K205		106780827	Eukaryotic translation initiation factor 6
9796_0:00433e	9796_0	DSTN			100146213	destrin isoform X1
9796_0:00433f	9796_0	MGME1			100050596	mitochondrial genome maintenance exonuclease 1
9796_0:004340	9796_0	TM9SF4			100068573	transmembrane 9 superfamily member 4 isoform X1
9796_0:004341	9796_0	TP53INP2			106782401	tumor protein p53-inducible nuclear protein 2 isoform X1
9796_0:004342	9796_0	NXT1			102149448	NTF2-related export protein 1
9796_0:004343	9796_0	LOC111769911			111769911	WAP four-disulfide core domain protein 13-like isoform X1
9796_0:004344	9796_0	BHLHE23			111769922	class E basic helix-loop-helix protein 23
9796_0:004345	9796_0	SNRPB			100053021	small nuclear ribonucleoprotein-associated proteins B and B' isoform X1
9796_0:004346	9796_0	CSTL1	F7DEZ8		100059008	Cystatin
9796_0:004347	9796_0	MCM8			100065561	DNA helicase MCM8 isoform X1
9796_0:004348	9796_0	EDEM2	F7BF37		100054608	alpha-1,2-Mannosidase
9796_0:004349	9796_0	MACROD2			100063076	O-acetyl-ADP-ribose deacetylase MACROD2 isoform X1
9796_0:00434a	9796_0	GDF5			100034228	growth/differentiation factor 5 precursor
9796_0:00434b	9796_0	DEFB115			111770063	beta-defensin 115
9796_0:00434c	9796_0	RIMS4			100070800	regulating synaptic membrane exocytosis protein 4
9796_0:00434d	9796_0	EIF2S2			111767440	eukaryotic translation initiation factor 2 subunit 2 isoform X1
9796_0:00434e	9796_0	ABHD16B			102150787	protein ABHD16B
9796_0:00434f	9796_0	DDX27			100071375	LOW QUALITY PROTEIN: probable ATP-dependent RNA helicase DDX27
9796_0:004350	9796_0	SIGLEC1			100066351	sialoadhesin isoform X1
9796_0:004351	9796_0	LOC111769967			111769967	uncharacterized protein LOC111769967
9796_0:004352	9796_0	FAM83D			100070299	protein FAM83D
9796_0:004353	9796_0	PLAGL2			100053794	zinc finger protein PLAGL2 isoform X1
9796_0:004354	9796_0	PRND	A2BDI8		100048937	Doppel protein Dpl
9796_0:004355	9796_0	LOC100067519			100067519	signal-regulatory protein beta-1 isoform X1
9796_0:004356	9796_0	CTSA	F6QJ78		100071127	Carboxypeptidase
9796_0:004357	9796_0	RAE1			100050441	mRNA export factor
9796_0:004358	9796_0	NAA20			100061304	N-alpha-acetyltransferase 20 isoform X1
9796_0:004359	9796_0	PCMTD2	F6QN06		100051947	Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
9796_0:00435a	9796_0	PIGU	F6SXI0		100054427	Phosphatidylinositol glycan anchor biosynthesis class U
9796_0:00435b	9796_0	ZHX3			100070563	zinc fingers and homeoboxes protein 3
9796_0:00435c	9796_0	EFCAB8			102149974	EF-hand calcium-binding domain-containing protein 8 isoform X1
9796_0:00435d	9796_0	PHF20			100055019	PHD finger protein 20
9796_0:00435e	9796_0	LOC111769970			111769970	signal-regulatory protein beta-1-like isoform X1
9796_0:00435f	9796_0	PCIF1			100056554	phosphorylated CTD-interacting factor 1 isoform X1
9796_0:004360	9796_0	OCSTAMP			100630513	osteoclast stimulatory transmembrane protein
9796_0:004361	9796_0	LOC106780885			106780885	uncharacterized protein LOC106780885
9796_0:004362	9796_0	MROH8			100069824	protein MROH8 isoform X1
9796_0:004363	9796_0	PTK6	F6ZIG2		100060532	Tyrosine-protein kinase
9796_0:004364	9796_0	EPB41L1			100055108	band 4.1-like protein 1 isoform X6
9796_0:004365	9796_0	PLCB1			100051558	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 isoform X1
9796_0:004366	9796_0	HSPA12B			100066324	heat shock 70 kDa protein 12B
9796_0:004367	9796_0	TMX4			100065101	thioredoxin-related transmembrane protein 4 isoform X1
9796_0:004368	9796_0	COL20A1			102148845	collagen alpha-1(XX) chain
9796_0:004369	9796_0	RBM39	F7AKJ4		100054976	RNA binding motif protein 39
9796_0:00436a	9796_0	SMOX			100052311	spermine oxidase isoform X4
9796_0:00436b	9796_0	TASP1	F6SXQ0		100051126	Taspase 1
9796_0:00436c	9796_0	ACSS2			100054562	acetyl-coenzyme A synthetase, cytoplasmic isoform X1
9796_0:00436d	9796_0	SPATA2	F7CMQ6		100071437	Spermatogenesis associated 2
9796_0:00436e	9796_0	DNAJC5	F6QGF7		100051629	DnaJ heat shock protein family (Hsp40) member C5
9796_0:00436f	9796_0	ZNF512B			100147562	zinc finger protein 512B
9796_0:004370	9796_0	UBE2V1			102150563	ubiquitin-conjugating enzyme E2 variant 1 isoform X1
9796_0:004371	9796_0	TTPAL	F6UA21		100056046	Alpha tocopherol transfer protein like
9796_0:004372	9796_0	TOP1			100070532	DNA topoisomerase 1
9796_0:004373	9796_0	RBL1	F6X9R7		100069786	RB transcriptional corepressor like 1
9796_0:004374	9796_0	LOC106782422			106782422	proline-rich protein HaeIII subfamily 1-like
9796_0:004375	9796_0	NOL4L			100068694	nucleolar protein 4-like isoform X1
9796_0:004376	9796_0	TGIF2			102149210	homeobox protein TGIF2
9796_0:004377	9796_0	LOC102148379			102148379	CMP-N-acetylneuraminate-beta-galactosamide- alpha-2,3-sialyltransferase 1 isoform X1
9796_0:004378	9796_0	KIF3B			106780851	kinesin-like protein KIF3B
9796_0:004379	9796_0	CST11	F6W8F4		100058925	Cystatin
9796_0:00437a	9796_0	RTEL1			100060731	regulator of telomere elongation helicase 1 isoform X1
9796_0:00437b	9796_0	EBF4			100067031	transcription factor COE4 isoform X1
9796_0:00437c	9796_0	DLGAP4	F6ZXF6		100055151	DLG associated protein 4
9796_0:00437d	9796_0	STX16	F7AW52		100050597	STX16
9796_0:00437e	9796_0	CDH22			100146724	cadherin-22
9796_0:00437f	9796_0	SRSF6			100070669	serine/arginine-rich splicing factor 6
9796_0:004380	9796_0	DEFB116			106782434	LOW QUALITY PROTEIN: beta-defensin 116
9796_0:004381	9796_0	ARFGEF2			100071351	brefeldin A-inhibited guanine nucleotide-exchange protein 2
9796_0:004382	9796_0	WFDC9			100630200	protein WFDC9
9796_0:004383	9796_0	PLTP	F7CR03		100056507	Phospholipid transfer protein
9796_0:004384	9796_0	CHD6			100055799	chromodomain-helicase-DNA-binding protein 6 isoform X1
